Slide_ID	Position_ID	Cell_ID	Cell_Center_X	Cell_Center_Y	Cell_Area	Marker_States
NA	NA	464.0	1181.4916	1591.8972	443	20101020102020
NA	NA	465.0	1063.2809	1829.8483	443	00000010001010
NA	NA	466.0	1684.2135	1354.2397	443	20002020100000
NA	NA	467.0	975.19324	949.38275	443	00201010101010
NA	NA	468.0	1358.317	555.4484	443	20102010202020
NA	NA	469.0	908.453	1050.2858	443	00101020101020
NA	NA	470.0	1221.3384	1159.6316	443	10101020201010
NA	NA	471.0	1363.4022	1057.703	443	00202010201010
NA	NA	472.0	1784.2312	945.4041	443	00200000100010
NA	NA	473.0	1203.6234	1911.6798	443	20001020101010
NA	NA	474.0	381.11133	1977.8	443	00000000000000
NA	NA	475.0	764.9943	1019.14557	443	00200020201020
NA	NA	476.0	874.48584	437.69186	443	10000000001020
NA	NA	477.0	1447.6686	1222.2122	443	00100010000000
NA	NA	478.0	1930.5247	997.84033	443	10000000002010
NA	NA	479.0	1738.0476	1680.739	443	00001000000000
NA	NA	480.0	332.4332	721.9351	443	00000000000000
NA	NA	481.0	1707.3782	1467.7505	443	10001010000000
NA	NA	482.0	1763.873	1047.3961	443	00101000202020
NA	NA	483.0	1172.305	1531.2336	443	10101020201010
NA	NA	484.0	804.6453	1385.5834	443	20000010000000
NA	NA	485.0	826.47095	987.4186	443	00201010101010
NA	NA	486.0	1772.0446	1100.0504	443	10102000201010
NA	NA	487.0	1146.1748	493.18448	443	00100000000000
NA	NA	488.0	1256.1107	502.2893	443	10201000102020
NA	NA	489.0	1719.8887	1113.7188	443	20202020202020
NA	NA	490.0	1329.6576	1552.3033	443	20102020202020
NA	NA	491.0	1191.2177	812.77844	443	00102010102010
NA	NA	492.0	1827.7568	1348.7079	443	20002010000000
NA	NA	493.0	1864.9941	1677.4117	443	10001000000000
NA	NA	494.0	1801.6503	1440.4381	443	20102020000000
NA	NA	495.0	823.6398	1969.6141	443	00000020102020
NA	NA	496.0	1183.4016	854.92914	443	10200010202010
NA	NA	497.0	605.4714	1352.4852	443	20000010000000
NA	NA	498.0	1554.3597	1543.0929	443	20000020000000
NA	NA	499.0	1396.322	1536.8707	443	00200020101010
NA	NA	500.0	251.72655	341.0898	443	00000000000000
NA	NA	501.0	942.636	1614.752	443	20101020102020
NA	NA	502.0	1178.388	656.884	443	20102010202020
NA	NA	503.0	1830.124	1637.312	443	10002010000000
NA	NA	504.0	1075.9739	1501.7028	443	20102020202020
NA	NA	505.0	1380.6224	1476.9658	443	10200020201010
NA	NA	506.0	1306.6862	1455.0624	443	10101020101020
NA	NA	507.0	1903.5775	995.72235	443	10001010102020
NA	NA	508.0	1153.6674	147.37299	443	00000000000000
NA	NA	509.0	1296.3932	1099.6351	443	00201010101010
NA	NA	510.0	1712.2909	1010.6889	443	20102010100000
NA	NA	511.0	1640.1599	1062.8077	443	20202010201020
NA	NA	512.0	921.27234	1202.9044	443	00000010000000
NA	NA	513.0	1240.4166	2018.2378	443	00000020102020
NA	NA	514.0	1473.0549	2004.6769	443	10102020002020
NA	NA	515.0	1705.624	978.11786	443	20000000000000
NA	NA	516.0	532.0306	1376.6884	443	20102020201000
NA	NA	517.0	1138.7694	1460.2694	443	20101020001000
NA	NA	518.0	1553.2367	661.7061	443	20002010202020
NA	NA	519.0	1766.1123	1617.9225	443	00002000000000
NA	NA	520.0	876.19836	583.4765	443	10200010102010
NA	NA	521.0	1234.8727	780.63245	443	10200010201010
NA	NA	522.0	579.4091	659.22107	443	20101000101010
NA	NA	523.0	1125.0144	1987.1384	443	10000010100010
NA	NA	524.0	1531.657	577.3058	443	20202010202020
NA	NA	525.0	708.58594	1690.5859	443	00100020102020
NA	NA	526.0	1558.323	1952.1656	443	10100010202020
NA	NA	527.0	938.79254	385.57468	443	00000000000000
NA	NA	528.0	555.7954	1349.856	443	20002010100000
NA	NA	529.0	1146.5887	965.20874	443	00201010202010
NA	NA	530.0	1460.167	473.75366	443	10102000100000
NA	NA	531.0	1382.2385	1423.9833	443	20000020100000
NA	NA	532.0	1299.7443	1310.0272	443	20101020000000
NA	NA	533.0	595.3256	1826.813	443	20002010102020
NA	NA	534.0	607.4538	1455.8718	443	10101010000000
NA	NA	535.0	749.6358	631.3979	443	20102010002020
NA	NA	536.0	1077.0612	503.00632	443	10201000102020
NA	NA	537.0	827.9852	1345.112	443	20002010200000
NA	NA	538.0	1387.353	593.19025	443	20202010102020
NA	NA	539.0	1539.3743	1688.4122	443	10102010100010
NA	NA	540.0	897.61865	829.77545	443	00201010201010
NA	NA	541.0	897.7542	1113.9364	443	10101020102020
NA	NA	542.0	1805.2944	1797.911	443	10101010102020
NA	NA	543.0	1948.8047	1178.5542	443	00001000001020
NA	NA	544.0	1615.7468	1229.0575	443	10201010001000
NA	NA	545.0	1783.8635	1333.7527	443	20002010000000
NA	NA	546.0	1780.9915	868.50745	443	10001000102010
NA	NA	547.0	1855.606	1394.3555	443	00002000000000
NA	NA	548.0	836.764	1387.3842	443	20101020000000
NA	NA	549.0	1726.2039	640.7425	443	20000000102020
NA	NA	550.0	1329.9698	958.9828	443	00201020101020
NA	NA	551.0	1350.8077	653.162	443	20101000202020
NA	NA	552.0	1631.7295	541.4156	443	10001000202020
NA	NA	553.0	74.16269	955.14966	443	00000000000000
NA	NA	554.0	633.53577	826.0911	443	10101010102020
NA	NA	555.0	877.87854	1143.2646	443	10101020101010
NA	NA	556.0	1582.9935	1920.4174	443	10102010101010
NA	NA	557.0	1921.75	1050.9348	443	10001010102020
NA	NA	558.0	1073.756	957.75165	443	00100010001010
NA	NA	559.0	1364.8562	493.03268	443	20202000101020
NA	NA	560.0	852.29913	1765.5502	443	10100020102020
NA	NA	561.0	1584.7227	701.10046	443	20202000202020
NA	NA	562.0	1072.2473	1174.4092	443	20101020202020
NA	NA	563.0	1511.5176	1113.2324	443	00200010100010
NA	NA	564.0	650.0637	1604.9517	443	00100010001010
NA	NA	565.0	1507.3187	804.4022	443	00000000000000
NA	NA	566.0	1790.4857	1572.3912	443	10002010000000
NA	NA	567.0	1380.6696	1499.2004	443	10201020201010
NA	NA	568.0	602.05963	1383.4238	443	10102020000000
NA	NA	569.0	1387.3665	938.5452	443	10001010201020
NA	NA	570.0	1279.927	897.7876	443	10202010201020
NA	NA	571.0	1510.8739	1565.4226	443	10002010000000
NA	NA	572.0	761.3222	656.9733	443	00101010000010
NA	NA	573.0	682.71936	657.3096	443	00000000000000
NA	NA	574.0	932.5638	1059.4094	443	00100020101020
NA	NA	575.0	1061.1029	1453.9285	443	20102020201010
NA	NA	576.0	1076.8323	1148.4385	443	10202020202020
NA	NA	577.0	925.78253	1679.6973	443	20100020101010
NA	NA	578.0	960.3498	1857.6278	443	00000010000000
NA	NA	579.0	1055.3588	1048.1816	443	00201020202020
NA	NA	580.0	1308.6996	854.54706	443	00201010101010
NA	NA	581.0	783.5236	1946.3303	443	00000010102020
NA	NA	582.0	823.9775	492.6036	443	10101000001010
NA	NA	583.0	1682.1711	1404.9235	443	20001010000000
NA	NA	584.0	577.9684	1347.158	443	20102020100000
NA	NA	585.0	1578.595	1637.1063	443	20001020000000
NA	NA	586.0	901.64624	423.15192	443	20000000000010
NA	NA	587.0	1018.0181	1249.3334	443	00000010000000
NA	NA	588.0	1805.0454	1388.1882	443	10002000000000
NA	NA	589.0	1899.8186	1504.6917	443	10000000000000
NA	NA	590.0	1393.1522	430.06137	443	20102000101010
NA	NA	591.0	576.10297	1756.0183	443	00101010101000
NA	NA	592.0	1063.1213	1068.0	443	00201020101010
NA	NA	593.0	1974.5011	1379.6536	443	20002000000000
NA	NA	594.0	469.68054	1102.206	443	00000000000000
NA	NA	595.0	1498.75	1508.1204	443	20100010100000
NA	NA	596.0	781.0255	73.85383	443	00000000000000
NA	NA	597.0	783.2442	1051.4302	443	20100020202020
NA	NA	598.0	814.3349	1071.028	443	00100020101000
NA	NA	599.0	964.47675	2039.2977	443	00000010000000
NA	NA	600.0	1560.6349	1655.721	443	20000020000000
NA	NA	601.0	1563.7855	1417.2588	443	20102020202020
NA	NA	602.0	1883.6876	1400.7786	443	10002000000000
NA	NA	603.0	483.32712	115.399536	443	00000000000000
NA	NA	604.0	1338.5304	751.1332	443	00201000102020
NA	NA	605.0	1832.7056	794.8668	443	20000000101000
NA	NA	606.0	857.9016	1980.4052	443	00000020102020
NA	NA	607.0	1201.5387	838.5269	443	10201010201010
NA	NA	608.0	1720.2653	1509.6714	443	20100010001000
NA	NA	609.0	1691.5482	1650.0142	443	00102010001000
NA	NA	610.0	1161.7971	1201.3514	443	20202020200000
NA	NA	611.0	1892.9363	970.625	443	00101000101010
NA	NA	612.0	1851.4137	1282.4965	443	20002010000000
NA	NA	613.0	585.5308	1442.0166	443	10100010101000
NA	NA	614.0	1059.8081	1128.7938	443	10201020202020
NA	NA	615.0	756.0452	1254.8452	443	20100020201010
NA	NA	616.0	1207.15	2040.1453	443	00000010101010
NA	NA	617.0	1951.9403	1317.6707	443	20001000000000
NA	NA	618.0	1112.7057	975.69617	443	10201020202020
NA	NA	619.0	1150.2057	383.42584	443	10001000201010
NA	NA	620.0	1189.2201	2015.7393	443	00001020102010
NA	NA	621.0	923.06714	1107.5708	443	00002020102020
NA	NA	622.0	1759.9928	1473.2399	443	00000000000000
NA	NA	623.0	1760.0863	1505.9113	443	20001010000000
NA	NA	624.0	1887.4677	1555.3909	443	20000000000000
NA	NA	625.0	860.68677	490.58554	443	20102000102020
NA	NA	626.0	1083.5387	1852.0049	443	10002010100010
NA	NA	627.0	1297.6731	1513.1113	443	20201020202020
NA	NA	628.0	1314.1235	810.661	443	00201010101010
NA	NA	629.0	1865.949	203.73302	443	00000000000000
NA	NA	630.0	1943.6359	1579.8641	443	10000000000000
NA	NA	631.0	1181.6982	1810.5669	443	00001020100010
NA	NA	632.0	409.88998	279.9022	443	00000000000000
NA	NA	633.0	49.122547	1760.2059	443	00002000000000
NA	NA	634.0	876.17645	959.9461	443	00102020202020
NA	NA	635.0	1329.0367	1459.8774	443	10102020202020
NA	NA	636.0	1032.6355	1053.463	443	00201020202020
NA	NA	637.0	997.8642	1071.9333	443	00100020101020
NA	NA	638.0	1140.0594	1793.1807	443	10101020202020
NA	NA	639.0	1004.2308	1406.402	443	20102020202020
NA	NA	640.0	772.995	1230.5547	443	20102020202020
NA	NA	641.0	1359.8955	1116.1766	443	10201020102020
NA	NA	642.0	1066.5461	1868.0275	443	10101020102020
NA	NA	643.0	1649.8125	1332.4325	443	10102010000000
NA	NA	644.0	591.6382	1407.1282	443	20100020000000
NA	NA	645.0	1293.289	1475.7814	443	20102020102020
NA	NA	646.0	1985.3375	1672.4434	443	00000000000000
NA	NA	647.0	927.38226	689.6886	443	00200000101010
NA	NA	648.0	1525.6202	1517.3925	443	20201020200000
NA	NA	649.0	564.0635	1728.2639	443	10101010101010
NA	NA	650.0	1122.5051	1154.698	443	20201020000000
NA	NA	651.0	1368.6827	1668.1752	443	10000010000000
NA	NA	652.0	1452.6421	140.2132	443	00000000000000
NA	NA	653.0	1939.934	1556.0837	443	10000000000000
NA	NA	654.0	1827.4733	1433.8651	443	10002000000000
NA	NA	655.0	691.5357	920.2398	443	00202010101010
NA	NA	656.0	1422.2067	763.9847	443	10201010202020
NA	NA	657.0	666.4103	683.4718	443	00000000000000
NA	NA	658.0	1048.1774	426.7378	443	00201000001010
NA	NA	659.0	621.9897	974.92523	443	00100000000010
NA	NA	660.0	1037.5334	817.57733	443	00201010102010
NA	NA	661.0	1465.0334	706.57733	443	10102010102020
NA	NA	662.0	1575.8479	1760.6934	443	10202020201010
NA	NA	663.0	1606.8763	58.822166	443	00000000000000
NA	NA	664.0	1168.1917	1303.4792	443	20100020100000
NA	NA	665.0	1821.2823	614.3912	443	00000000000000
NA	NA	666.0	1170.2208	453.3922	443	10202010102020
NA	NA	667.0	659.3812	1689.9739	443	00100010000010
NA	NA	668.0	1301.6945	319.97128	443	00000000000000
NA	NA	669.0	775.7979	499.66403	443	20101000000000
NA	NA	670.0	1281.5249	1359.9213	443	20001020000000
NA	NA	671.0	1308.9342	1082.4684	443	00201020100020
NA	NA	672.0	1648.5079	556.27106	443	10001000102020
NA	NA	673.0	618.36676	1830.5593	443	10002010101010
NA	NA	674.0	997.8971	1018.7599	443	00100010000010
NA	NA	675.0	903.8069	908.08203	443	00201010001010
NA	NA	676.0	1625.8889	960.6984	443	20102010202010
NA	NA	677.0	915.1989	1078.8064	443	10101020102020
NA	NA	678.0	1083.6755	1820.2793	443	10101020101010
NA	NA	679.0	1864.5905	632.69684	443	00000000000000
NA	NA	680.0	1961.9573	1486.4694	443	00000000000000
NA	NA	681.0	562.4144	1558.516	443	10200010201010
NA	NA	682.0	1923.879	1322.1398	443	20002010000000
NA	NA	683.0	1378.0647	1561.434	443	10100020100000
NA	NA	684.0	1369.3513	1317.9891	443	20100020001000
NA	NA	685.0	1595.3	1007.56213	443	20002020002000
NA	NA	686.0	681.2466	1860.6721	443	10101010201010
NA	NA	687.0	1127.5908	1588.5935	443	20201020102020
NA	NA	688.0	1069.799	1627.1359	443	10000020002010
NA	NA	689.0	1722.1984	1563.443	443	00100000100010
NA	NA	690.0	697.8338	1297.0626	443	10000010000000
NA	NA	691.0	449.3142	1641.306	443	00000000000000
NA	NA	692.0	1336.7781	1180.5205	443	00101020101010
NA	NA	693.0	1217.8297	798.61536	443	20202010202010
NA	NA	694.0	1358.8705	1476.2094	443	20202020202020
NA	NA	695.0	552.0803	1384.1469	443	20100020101000
NA	NA	696.0	1856.9695	1715.3601	443	10000000000000
NA	NA	697.0	1716.2722	1374.7195	443	20002000000000
NA	NA	698.0	921.6648	1453.8157	443	10102020101010
NA	NA	699.0	965.8212	1626.31	443	00100020002000
NA	NA	700.0	1600.3994	6.3687153	443	00000000000000
NA	NA	701.0	1232.1714	1693.0533	443	00000020000000
NA	NA	702.0	1430.9438	1365.1686	443	10000020000000
NA	NA	703.0	1903.7079	1236.2837	443	20002000000000
NA	NA	704.0	1213.5239	1283.8113	443	20101020000000
NA	NA	705.0	1144.7119	868.7401	443	10201020202020
NA	NA	706.0	1235.7175	1137.8955	443	10201020201010
NA	NA	707.0	1557.1243	409.04236	443	00000000000000
NA	NA	708.0	1087.541	523.42773	443	00101000101010
NA	NA	709.0	1982.864	1323.609	443	10002000000000
NA	NA	710.0	997.94604	1329.9318	443	20102020202020
NA	NA	711.0	947.55585	1256.4441	443	20200020201020
NA	NA	712.0	688.57184	1100.6666	443	20202020102000
NA	NA	713.0	975.37933	505.5	443	00100010000000
NA	NA	714.0	1312.8271	409.98846	443	10100000202020
NA	NA	715.0	1153.896	1921.3815	443	10102020100000
NA	NA	716.0	1743.8376	1455.8058	443	20002010000000
NA	NA	717.0	674.9564	1236.3605	443	20001010000000
NA	NA	718.0	1677.0933	1710.3965	443	00100010000010
NA	NA	719.0	1706.5277	1846.105	443	20002020102020
NA	NA	720.0	1127.8534	956.5249	443	00201010001010
NA	NA	721.0	1721.15	1060.7971	443	00201000201010
NA	NA	722.0	1259.2389	1984.3923	443	00000020101000
NA	NA	723.0	1787.0737	1456.6755	443	20002020000000
NA	NA	724.0	1671.6035	1815.9645	443	20002020102020
NA	NA	725.0	564.4315	1588.5834	443	00100010201010
NA	NA	726.0	1210.391	1730.3552	443	00000010000000
NA	NA	727.0	1489.3463	644.6269	443	10202000201020
NA	NA	728.0	1559.5529	1032.2628	443	20100000000000
NA	NA	729.0	1642.9331	1095.921	443	10102020201010
NA	NA	730.0	1813.2103	1014.1951	443	10002000202020
NA	NA	731.0	960.10736	1061.0675	443	00100020101010
NA	NA	732.0	744.70276	2015.0248	443	00000000000000
NA	NA	733.0	935.40247	1426.7523	443	10001020100010
NA	NA	734.0	1092.8075	1675.5372	443	10100020001000
NA	NA	735.0	1738.4486	840.38007	443	20101020100000
NA	NA	736.0	1016.4219	478.19687	443	10202000102020
NA	NA	737.0	766.77985	2025.4434	443	00000000000000
NA	NA	738.0	512.8248	1400.672	443	20102020101000
NA	NA	739.0	1452.9713	578.4395	443	20200000101000
NA	NA	740.0	1610.9873	514.78345	443	20001000001010
NA	NA	741.0	1740.3961	1506.4856	443	20001020000000
NA	NA	742.0	1842.2108	1304.4888	443	10002000100000
NA	NA	743.0	580.5897	1259.0897	443	00000000000000
NA	NA	744.0	1702.1154	1766.9263	443	10101010201010
NA	NA	745.0	861.15436	781.0611	443	00200010201010
NA	NA	746.0	179.0	1111.5	443	00000000000000
NA	NA	747.0	1891.5194	1423.4517	443	10000000000000
NA	NA	748.0	1100.2266	1900.3365	443	00002010000010
NA	NA	749.0	1376.1586	793.3722	443	20202020202020
NA	NA	750.0	1255.14	1086.7981	443	10101010200000
NA	NA	751.0	1833.0394	822.9211	443	10001000002010
NA	NA	752.0	1344.5643	450.9604	443	20202020202020
NA	NA	753.0	1970.5874	1402.6633	443	20002010000000
NA	NA	754.0	797.9735	741.99335	443	20202010102020
NA	NA	755.0	1908.7152	694.86426	443	00000000000000
NA	NA	756.0	558.97345	145.58139	443	00000000000000
NA	NA	757.0	1375.23	145.48	443	00000000000000
NA	NA	758.0	1938.1333	1390.9634	443	20002000000000
NA	NA	759.0	855.0705	106.781876	443	00000000000000
NA	NA	760.0	1930.6141	553.55707	443	00000000000000
NA	NA	761.0	937.9259	1270.4209	443	20102020201020
NA	NA	762.0	650.5236	697.7162	443	00000000000000
NA	NA	763.0	1279.7601	419.83783	443	10102000102010
NA	NA	764.0	626.6644	1479.0712	443	10100000000000
NA	NA	765.0	1408.9323	782.9898	443	10201010202020
NA	NA	766.0	1443.0614	2028.4266	443	20002020002020
NA	NA	767.0	1427.9966	460.41925	443	10100000000000
NA	NA	768.0	1804.5276	1157.7137	443	00101000201020
NA	NA	769.0	699.0761	1810.8339	443	10002000100000
NA	NA	770.0	1435.5121	1969.6782	443	00000000000000
NA	NA	771.0	1812.4808	1323.5366	443	10001000000000
NA	NA	772.0	2036.0941	373.18466	443	00000000000000
NA	NA	773.0	1049.7042	2042.2113	443	10000020202020
NA	NA	774.0	241.35689	1382.4877	443	00000000000000
NA	NA	775.0	1443.7067	1954.5406	443	20001010100000
NA	NA	776.0	1380.725	776.5893	443	10202010102020
NA	NA	777.0	1858.3715	1327.5286	443	20002000000000
NA	NA	778.0	856.043	857.19354	443	00200010101010
NA	NA	779.0	1841.2914	1461.7302	443	20002000000000
NA	NA	780.0	669.96027	707.94586	443	00000000000000
NA	NA	781.0	1008.8556	1087.5018	443	00201020102020
NA	NA	782.0	722.82544	1385.0582	443	20001010000000
NA	NA	783.0	1502.3517	1943.7179	443	10000010202020
NA	NA	784.0	1755.7279	1435.2537	443	20000000000000
NA	NA	785.0	1787.2354	763.52576	443	20002000000000
NA	NA	786.0	1748.3431	1827.7749	443	10001010102020
NA	NA	787.0	1134.0519	1213.7148	443	20201020000000
NA	NA	788.0	1877.312	1637.624	443	10000000000000
NA	NA	789.0	822.4302	907.10187	443	00201020202020
NA	NA	790.0	1348.9962	469.2	443	20202000201020
NA	NA	791.0	698.9659	534.49243	443	20001000002020
NA	NA	792.0	1633.3939	1243.3372	443	00101000000000
NA	NA	793.0	1344.365	1513.0076	443	10202020101010
NA	NA	794.0	531.3027	1660.7701	443	00001010000010
NA	NA	795.0	1392.7539	2010.6423	443	00000010000000
NA	NA	796.0	1914.3822	1555.2896	443	20002000000000
NA	NA	797.0	92.39922	1154.345	443	00000000000000
NA	NA	798.0	1907.9183	1585.4863	443	20000000000000
NA	NA	799.0	678.3164	1878.7109	443	20100020001000
NA	NA	800.0	1427.625	2040.7148	443	10001010201010
NA	NA	801.0	1920.4141	968.0039	443	10001000102020
NA	NA	802.0	1201.6641	1065.0118	443	00102020102020
NA	NA	803.0	1701.6813	1081.3625	443	10201010201010
NA	NA	804.0	1564.904	1872.076	443	10101020102020
NA	NA	805.0	1683.253	626.51	443	20000000100000
NA	NA	806.0	940.31177	1957.6923	443	00000000000000
NA	NA	807.0	1470.7032	1018.7236	443	20002000200000
NA	NA	808.0	686.0735	953.7306	443	20202010201000
NA	NA	809.0	905.75916	659.46533	443	00200000100000
NA	NA	810.0	953.74695	941.5184	443	00201020102020
NA	NA	811.0	1337.6434	1594.3976	443	10002020102000
NA	NA	812.0	1415.7778	480.7037	443	20201000001000
NA	NA	813.0	384.166	623.15765	443	00000000000000
NA	NA	814.0	1537.6224	1501.8464	443	20201010000000
NA	NA	815.0	571.5292	1417.1917	443	20000010000000
NA	NA	816.0	784.62604	734.18066	443	00202000000010
NA	NA	817.0	1687.4537	1725.9958	443	10102010101020
NA	NA	818.0	1824.8362	773.0	443	20002000001000
NA	NA	819.0	515.7173	1671.3586	443	00001010001020
NA	NA	820.0	1030.0338	704.8776	443	20101000000000
NA	NA	821.0	1821.0548	375.61182	443	00000000000000
NA	NA	822.0	1567.3813	689.1568	443	10100000102010
NA	NA	823.0	1776.517	1313.3474	443	00001000000000
NA	NA	824.0	675.71796	116.81624	443	00000000000000
NA	NA	825.0	22.39738	1521.4236	443	00000000000000
NA	NA	826.0	697.87335	686.2926	443	00000020000000
NA	NA	827.0	1088.469	2041.9248	443	10000020002020
NA	NA	828.0	1328.9956	435.9646	443	20202000202020
NA	NA	829.0	1303.0938	1133.8928	443	00100010001010
NA	NA	830.0	1602.8899	982.45874	443	10101010101020
NA	NA	831.0	1459.1014	526.02765	443	20100000000000
NA	NA	832.0	1273.7222	1088.7361	443	10100010000000
NA	NA	833.0	1151.9954	1478.6884	443	10100020202010
NA	NA	834.0	1891.1776	136.76636	443	00000000000000
NA	NA	835.0	1940.3192	1409.986	443	20002000000000
NA	NA	836.0	1911.8019	1257.4387	443	20000000000000
NA	NA	837.0	1016.1244	863.06696	443	00200010000000
NA	NA	838.0	886.761	1168.1854	443	00101020101010
NA	NA	839.0	1144.4878	935.8878	443	10201020202020
NA	NA	840.0	1368.1029	1388.8578	443	00002020000000
NA	NA	841.0	806.7931	1332.8522	443	20000010000000
NA	NA	842.0	1777.3645	1401.9951	443	20000010100000
NA	NA	843.0	2029.7612	881.4179	443	00000000000000
NA	NA	844.0	1938.1909	792.40704	443	00000000000000
NA	NA	845.0	1849.8959	1252.3281	443	20102000000000
NA	NA	846.0	2001.3386	299.14816	443	00000000000000
NA	NA	847.0	2041.5134	1007.8823	443	00000000000000
NA	NA	848.0	1657.5215	1831.4247	443	20002020001020
NA	NA	849.0	1784.7473	1142.4463	443	10201000201020
NA	NA	850.0	1985.8702	1300.4595	443	20002000000000
NA	NA	851.0	1320.6464	1032.6575	443	00201010100010
NA	NA	852.0	1376.6299	1769.3922	443	00000010000000
NA	NA	853.0	1360.4445	1368.6888	443	00002020001000
NA	NA	854.0	1892.8556	1675.6167	443	00000000000000
NA	NA	855.0	1383.2402	1734.1062	443	00000010000000
NA	NA	856.0	1810.3503	778.8192	443	20002000101000
NA	NA	857.0	4.257143	1728.68	443	00002000000000
NA	NA	858.0	347.46857	807.65717	443	00000000000000
NA	NA	859.0	1354.9429	1951.1428	443	00000010000000
NA	NA	860.0	1534.0857	624.9886	443	20101000202020
NA	NA	861.0	1380.2413	1529.3219	443	00100020200000
NA	NA	862.0	1165.0872	846.98834	443	10101020201010
NA	NA	863.0	1588.3497	971.68097	443	10102000200010
NA	NA	864.0	1703.6748	879.53375	443	20102000000000
NA	NA	865.0	1725.5901	1870.3665	443	20002020102020
NA	NA	866.0	844.3187	574.89374	443	10100000000000
NA	NA	867.0	701.3419	1116.4968	443	20100020202000
NA	NA	868.0	1008.3046	843.3775	443	00202010000000
NA	NA	869.0	1661.7279	973.5374	443	20102010000000
NA	NA	870.0	458.73972	909.8219	443	00000000000000
NA	NA	871.0	1411.8835	1197.0205	443	00000000000000
NA	NA	872.0	342.31723	946.7724	443	00000000000000
NA	NA	873.0	1622.8896	766.5931	443	10102000101010
NA	NA	874.0	1754.618	1191.0	443	10100010200000
NA	NA	875.0	1757.5105	840.7063	443	20000020101000
NA	NA	876.0	1842.0428	577.8929	443	00000000000000
NA	NA	877.0	1948.7285	529.2643	443	00000000000000
NA	NA	878.0	791.0217	545.34784	443	20100000000000
NA	NA	879.0	1713.9927	1206.9124	443	20002010100000
NA	NA	880.0	544.7427	1545.4779	443	00100010001010
NA	NA	881.0	1534.4701	878.1791	443	20102020202020
NA	NA	882.0	956.44696	1598.1515	443	20101020102020
NA	NA	883.0	1473.6565	1824.0077	443	00000010000010
NA	NA	884.0	1977.0403	1438.0242	443	00000000000000
NA	NA	885.0	732.6087	1766.7478	443	00000010000000
NA	NA	886.0	1340.4956	1743.4521	443	00000010000000
NA	NA	887.0	891.614	1257.5702	443	10101020101010
NA	NA	888.0	2.3944955	1670.055	443	00000000000000
NA	NA	889.0	1428.5278	1018.35187	443	20202010000000
NA	NA	890.0	1311.2991	1196.3645	443	10102020202010
NA	NA	891.0	800.4623	1350.8208	443	20002020200000
NA	NA	892.0	1504.2736	1605.783	443	10001010100000
NA	NA	893.0	1316.3564	1159.8218	443	00101010201010
NA	NA	894.0	928.10205	214.94897	443	00000000000000
NA	NA	895.0	2036.5	530.0	443	00000000000000
NA	NA	896.0	1814.6774	979.957	443	00000000100000
NA	NA	897.0	637.5165	1261.3187	443	00000000000000
NA	NA	898.0	800.32965	937.25275	443	00200020101010
NA	NA	899.0	1844.3837	902.02325	443	10100000102020
NA	NA	900.0	1847.0	522.0	443	00000000000000
NA	NA	901.0	1547.7028	993.82434	443	00000000000000
NA	NA	902.0	1675.6143	1055.9286	443	20202020101020
NA	NA	903.0	112.85294	948.9559	443	00000000000000
NA	NA	904.0	1399.6912	742.7059	443	00202000101010
NA	NA	905.0	603.3939	1046.2878	443	00000000000000
