Cell_ID,Cell_Center_X,Cell_Center_Y,pS6235_Nuc_Mean,pS6235_Nuc_Std,pS6235_Nuc_Median,pS6235_Nuc_Max,pS6235_Cell_Mean,pS6235_Cell_Std,pS6235_Cell_Median,pS6235_Cell_Max,DAPI_Nuc_Mean,DAPI_Nuc_Std,DAPI_Nuc_Median,DAPI_Nuc_Max,DAPI_Cell_Mean,DAPI_Cell_Std,DAPI_Cell_Median,DAPI_Cell_Max,pERK_Nuc_Mean,pERK_Nuc_Std,pERK_Nuc_Median,pERK_Nuc_Max,pERK_Cell_Mean,pERK_Cell_Std,pERK_Cell_Median,pERK_Cell_Max,S6_Nuc_Mean,S6_Nuc_Std,S6_Nuc_Median,S6_Nuc_Max,S6_Cell_Mean,S6_Cell_Std,S6_Cell_Median,S6_Cell_Max,p4EBP1_Nuc_Mean,p4EBP1_Nuc_Std,p4EBP1_Nuc_Median,p4EBP1_Nuc_Max,p4EBP1_Cell_Mean,p4EBP1_Cell_Std,p4EBP1_Cell_Median,p4EBP1_Cell_Max,NaKATPase_Nuc_Mean,NaKATPase_Nuc_Std,NaKATPase_Nuc_Median,NaKATPase_Nuc_Max,NaKATPase_Cell_Mean,NaKATPase_Cell_Std,NaKATPase_Cell_Median,NaKATPase_Cell_Max,E_cad_Nuc_Mean,E_cad_Nuc_Std,E_cad_Nuc_Median,E_cad_Nuc_Max,E_cad_Cell_Mean,E_cad_Cell_Std,E_cad_Cell_Median,E_cad_Cell_Max
1.0,1710.0453,1273.5245,285.16672,114.69649,262.0,785.0,0.0,0.0,0.0,0.0,1599.6721,523.53723,1580.0,3070.0,0.0,0.0,0.0,0.0,239.30583,150.32889,225.0,903.0,0.0,0.0,0.0,0.0,1519.5985,345.8336,1469.0,2751.0,0.0,0.0,0.0,0.0,255.02687,62.69819,254.0,461.0,0.0,0.0,0.0,0.0,1226.8842,659.1467,1146.0,4663.0,0.0,0.0,0.0,0.0,1184.0139,878.3157,977.0,5750.0,0.0,0.0,0.0,0.0
2.0,1721.0,1281.884,237.30212,95.73292,218.5,914.0,282.26086,128.87416,249.0,727.0,2548.2188,478.60553,2586.5,3804.0,917.971,318.03674,884.0,1580.0,229.33751,140.99205,222.0,827.0,250.95169,165.42911,242.0,764.0,1109.2656,352.7713,1012.0,2974.0,1472.5363,316.77002,1396.0,2335.0,475.55545,562.3506,287.0,6005.0,259.4058,65.63396,257.0,465.0,1637.2305,1168.9315,1350.5,9888.0,1190.657,583.9037,1081.0,4134.0,988.74664,758.2182,765.5,5281.0,976.3865,652.41626,895.0,3217.0
3.0,1272.8341,614.1024,478.9445,293.4674,394.0,2461.0,305.49756,121.948875,288.0,779.0,2408.5547,625.8899,2361.5,4089.0,1706.8098,533.0517,1741.0,2982.0,340.62045,175.33269,333.0,1084.0,229.62439,159.98216,225.0,695.0,2167.69,551.4075,2016.5,4547.0,1525.6146,511.11954,1410.0,3135.0,441.04498,132.81552,427.0,1005.0,359.47318,207.04668,317.0,1422.0,1473.2417,904.4935,1265.5,6792.0,2533.6682,1814.263,1986.0,10000.0,1212.1794,955.7779,913.5,7778.0,1658.3268,1138.7723,1363.0,5730.0
4.0,898.86035,1305.2513,364.6156,246.72397,306.0,2400.0,399.24582,176.38383,362.0,1002.0,2047.4075,502.95343,2105.0,3169.0,1428.3575,440.13043,1451.0,2414.0,246.04149,139.47656,238.0,722.0,274.8771,158.55301,248.0,713.0,1466.6829,438.35098,1344.0,3177.0,2055.324,340.74207,1994.0,3157.0,407.63663,121.73594,395.0,799.0,309.9609,83.92843,296.0,688.0,1496.059,1002.18677,1260.0,7433.0,1582.5642,607.1186,1591.0,4112.0,1256.5127,981.5659,950.5,5295.0,1020.9832,666.6934,953.0,5459.0
5.0,1521.2413,909.7069,272.0787,137.27963,231.0,908.0,406.9569,259.40625,369.0,2227.0,1425.613,328.96912,1389.0,2642.0,1275.6853,403.44226,1318.0,2661.0,287.59183,253.72884,222.0,1504.0,284.90518,174.55498,264.5,828.0,1667.9711,244.94044,1631.0,2690.0,1640.6552,539.2094,1618.0,2920.0,249.41145,166.0163,205.0,1153.0,396.72415,96.74309,378.0,682.0,1406.096,969.4765,1187.5,6410.0,1912.4268,1354.4364,1564.0,7426.0,942.5364,621.8162,782.0,4343.0,1476.1768,1069.9437,1245.5,4716.0
6.0,796.5687,1751.5813,235.11417,88.543045,224.0,701.0,296.85626,154.61989,258.0,1007.0,1353.1973,418.6986,1383.0,2482.0,1209.5813,262.79373,1206.0,1793.0,205.49774,131.17294,191.0,769.0,341.6875,226.12422,343.5,1221.0,978.05676,346.88022,945.0,2412.0,1855.5437,294.55234,1861.0,2660.0,239.5826,69.14901,238.0,512.0,233.3375,91.13691,216.5,600.0,1348.254,828.16907,1201.0,4412.0,1630.5875,967.62494,1521.0,6249.0,938.35455,634.55115,801.0,3352.0,1173.4688,622.4354,1055.5,3437.0
7.0,1888.4894,945.9489,332.1577,131.85963,309.0,969.0,262.57022,155.76233,204.0,712.0,1811.0822,512.2715,1784.5,3442.0,847.11914,367.94965,871.0,1677.0,251.0675,172.91577,237.0,1240.0,231.41277,171.11339,188.0,897.0,1771.2236,315.6625,1742.5,3286.0,1062.166,521.45337,930.0,2638.0,275.68393,98.40125,259.0,660.0,215.8766,85.37316,210.0,435.0,1276.4945,790.2281,1164.5,5788.0,1262.8,964.69055,1073.0,4468.0,1025.0841,823.4854,789.0,5408.0,1018.91064,774.2244,843.0,3794.0
8.0,1573.6382,1293.1508,260.14328,125.777214,235.0,1188.0,436.33667,161.34816,401.0,1370.0,1732.1942,401.80997,1741.5,2834.0,926.1809,462.9107,889.0,2376.0,234.78206,168.051,218.0,1025.0,272.1809,184.43176,264.0,847.0,1767.7135,289.82953,1713.0,2939.0,2046.1356,484.01578,2036.0,3298.0,348.74615,69.767876,349.0,611.0,272.00504,96.04786,254.0,577.0,1155.2179,983.16016,861.0,5881.0,1829.7789,964.8407,1756.0,5873.0,707.93945,623.641,505.5,3473.0,1302.1005,1094.8788,1178.0,5446.0
9.0,1468.1072,1636.5153,162.22496,47.874653,158.0,574.0,418.52042,213.38908,375.0,1269.0,2262.1226,389.48752,2276.0,3487.0,1154.8062,310.4414,1178.5,1791.0,173.14651,102.31022,172.0,530.0,352.57654,211.44339,373.0,864.0,1564.2675,293.62634,1487.0,3349.0,2200.1633,451.86417,2175.0,3180.0,201.77602,66.185646,192.0,464.0,354.66327,76.566025,364.0,524.0,1608.8817,1056.3911,1314.0,5938.0,1565.0613,1196.5374,1278.0,5401.0,953.89465,768.2756,707.0,6064.0,1002.40814,740.12067,796.5,3061.0
10.0,977.32745,854.69025,278.32803,112.712204,254.0,757.0,184.70354,60.22352,173.5,468.0,1291.8866,280.89563,1292.0,2031.0,1720.6018,378.41583,1729.5,2991.0,217.55234,139.93839,212.0,906.0,185.57965,117.262375,172.0,667.0,1670.0208,347.34665,1614.0,2772.0,1801.2478,427.6254,1667.0,3173.0,242.8524,65.30464,243.0,484.0,218.24336,67.424416,211.0,430.0,1028.1638,677.3544,858.5,3929.0,2032.8097,1450.3971,1663.0,6279.0,836.45123,667.78406,638.5,4587.0,1120.2212,899.83307,854.5,5596.0
11.0,1698.2528,1548.0449,409.59915,136.43295,381.0,1142.0,327.3764,125.99861,294.5,728.0,2675.4644,678.4812,2776.0,3997.0,993.0337,222.47098,971.5,1617.0,368.8944,158.20886,365.0,1254.0,275.09552,164.99138,283.5,709.0,1864.7031,486.9026,1743.0,3981.0,1863.5786,374.54526,1862.0,2643.0,574.4396,109.70127,585.0,860.0,265.02808,74.680855,265.5,438.0,2239.3528,912.13434,2126.0,6184.0,1262.0674,775.9976,1128.5,3417.0,1300.4131,858.5416,1090.0,8151.0,1115.6573,798.7024,919.0,3887.0
12.0,469.77713,1427.2628,278.7846,95.93745,262.0,794.0,497.53714,222.78488,470.0,1132.0,2115.2104,489.0851,2122.0,3453.0,1687.2172,505.09998,1654.0,3008.0,216.79257,124.59452,207.0,728.0,393.8343,187.97496,354.0,1158.0,1617.4146,320.81644,1552.0,3227.0,2184.76,731.3532,2165.0,3913.0,233.71523,62.455853,232.0,516.0,514.5943,131.4005,531.0,786.0,1929.0187,1245.8842,1666.0,8050.0,2286.8857,1164.9504,2186.0,6165.0,1180.009,820.75183,976.0,6429.0,1280.72,1029.0581,837.0,5530.0
13.0,715.2064,847.76605,209.57628,91.54557,194.0,742.0,331.1422,106.10088,324.0,787.0,1738.3406,555.44604,1751.0,3363.0,1573.0413,390.8561,1595.5,2614.0,192.45062,123.8446,189.0,795.0,216.15138,136.80116,203.0,581.0,909.9373,378.30893,836.0,2587.0,1862.3074,344.32584,1784.5,3064.0,216.48071,56.03743,214.0,437.0,268.7844,63.36536,259.5,452.0,2170.5137,1621.502,1748.0,10833.0,2116.8806,1036.7554,1874.0,5380.0,1380.8528,1128.3951,1068.0,7687.0,1184.5183,848.60815,954.5,4344.0
14.0,1038.1975,393.31848,203.58728,50.345646,199.0,412.0,255.23567,108.40994,256.0,615.0,2244.5796,350.8453,2233.0,3496.0,1142.3121,427.84338,1074.0,2573.0,167.29108,86.25294,164.0,509.0,242.86624,169.91403,233.0,760.0,1616.4299,191.10413,1587.0,2747.0,1288.5414,487.08514,1330.0,2382.0,263.98163,46.84977,262.0,449.0,202.50955,76.971794,203.0,440.0,1421.3286,754.0436,1269.0,6789.0,2698.0317,1846.1836,2460.0,12336.0,1014.796,663.97546,823.0,4869.0,1987.1592,1459.1138,1689.0,9770.0
15.0,748.35486,967.22046,183.91022,70.46818,176.0,446.0,218.2957,58.581287,212.0,404.0,1485.1699,451.26746,1475.0,2831.0,1828.7151,304.18127,1843.0,2728.0,156.02554,143.70981,136.0,1133.0,202.2742,98.28439,198.0,462.0,1122.3201,375.446,1030.0,3443.0,1800.5107,242.04561,1778.0,2762.0,193.62964,61.922455,197.0,392.0,273.7903,51.913017,278.0,393.0,1879.2083,1231.4578,1535.0,7441.0,1586.3226,845.72906,1439.5,6830.0,1109.351,823.52783,831.0,5238.0,1084.8118,661.32764,961.0,4576.0
16.0,564.8057,724.4628,260.77292,119.5352,242.0,1056.0,159.88571,102.63076,145.0,408.0,1116.9037,289.70694,1133.5,1976.0,684.76,181.98293,694.0,1132.0,199.90994,114.344795,194.0,649.0,79.78286,110.68451,5.0,501.0,974.1261,296.1321,919.0,2012.0,1227.0514,673.6439,1014.0,3305.0,264.0681,72.76778,263.0,511.0,129.19429,88.7329,125.0,375.0,1263.5873,724.9526,1161.0,3632.0,1821.0228,1596.5693,1444.0,6288.0,1001.83594,649.9143,893.0,3537.0,1048.5829,1014.18176,832.0,5923.0
17.0,1964.3977,1148.4152,165.51045,43.796146,162.0,379.0,278.4386,183.73965,223.0,998.0,1753.6401,507.10657,1774.0,3253.0,638.06433,246.62923,609.0,1323.0,175.07253,91.099754,171.0,547.0,161.0117,116.05131,155.0,495.0,1867.8573,315.3341,1775.0,3513.0,1081.5438,416.2005,1091.0,1965.0,221.2905,53.346912,217.0,455.0,218.7076,98.459755,220.0,424.0,1140.8759,859.564,932.0,7035.0,1378.8304,763.3095,1281.0,4214.0,959.9267,632.66876,791.0,6891.0,1080.7603,620.4451,939.0,2786.0
18.0,840.2518,1150.3741,317.90964,150.15936,282.5,964.0,197.92087,54.535194,193.0,390.0,1262.1919,275.00772,1257.0,2164.0,1092.2877,312.4613,1123.0,1957.0,208.51393,124.85351,202.0,809.0,179.2518,112.38558,182.0,474.0,1791.916,348.68253,1721.5,3338.0,2170.2878,344.19324,2155.0,3302.0,254.27826,53.53796,254.0,428.0,217.8777,49.965954,210.0,358.0,1309.4016,1022.1194,1037.0,8285.0,1983.1942,1034.3727,1812.0,5114.0,935.4845,700.3595,754.0,5749.0,1380.4965,704.1858,1191.0,4942.0
19.0,880.55975,1697.3207,186.88992,79.13964,177.0,651.0,458.42935,176.87209,436.0,1005.0,1166.4722,253.46053,1175.0,2060.0,842.1087,292.93442,812.5,1640.0,192.46693,145.73378,181.0,720.0,288.23914,169.09811,316.5,695.0,1680.1742,326.53256,1607.0,3152.0,2146.1467,429.47598,2086.0,3466.0,283.5387,84.40815,272.0,633.0,262.83694,62.17608,263.0,415.0,1100.621,902.57153,869.5,5410.0,1836.2935,1118.3159,1642.5,6935.0,631.1137,594.45056,444.5,5864.0,1302.8914,740.13074,1271.5,3618.0
20.0,1502.2809,1859.7697,260.13776,72.71418,255.0,610.0,226.34831,86.0104,217.5,529.0,2113.715,355.87946,2111.0,3378.0,884.0449,220.25246,866.0,1353.0,225.89557,138.67007,220.0,940.0,243.58427,165.89264,234.5,769.0,956.6087,205.34868,940.0,1847.0,1884.3314,413.65204,1772.5,3094.0,260.69037,49.865467,260.0,405.0,267.0,84.42316,257.5,487.0,1172.2352,599.0381,1068.0,4022.0,1427.7247,1187.2594,1139.5,6286.0,1023.37994,503.33667,954.0,3004.0,1051.7584,830.77454,823.0,5799.0
21.0,1666.691,791.5854,266.9132,91.85509,254.0,743.0,316.87805,90.136536,308.0,636.0,2325.7996,562.2886,2372.5,3934.0,1670.7236,372.0043,1661.0,2396.0,233.1247,120.761284,228.0,726.0,321.39838,177.63156,318.0,892.0,1381.8623,261.38492,1327.5,2946.0,1269.9187,246.16177,1252.0,1931.0,231.30603,49.861435,227.0,445.0,278.44714,49.34073,283.0,394.0,1339.3073,863.3929,1133.5,5212.0,1614.8456,653.16455,1561.0,3145.0,800.2217,551.6812,653.5,4533.0,1454.5773,624.758,1342.0,3146.0
22.0,769.56964,780.60126,352.7816,175.54086,303.0,1374.0,314.42404,120.00682,295.5,698.0,2215.7505,451.49414,2206.0,3327.0,1191.3102,367.46512,1117.5,2228.0,288.5767,174.67412,270.0,949.0,159.68988,124.81039,148.5,546.0,1288.074,375.07483,1165.0,2808.0,1694.095,373.2903,1639.0,2594.0,302.9268,76.69715,295.0,598.0,250.31012,70.18041,238.5,425.0,1727.6814,1104.0769,1442.0,7114.0,1793.4241,1174.882,1552.0,6059.0,1191.0466,821.3823,983.0,4944.0,910.8924,766.6438,728.5,4043.0
23.0,1334.2988,700.2683,308.43198,118.03738,286.0,1030.0,461.31708,201.67505,420.5,1052.0,1677.6467,280.22937,1707.0,2446.0,1784.6036,494.40967,1701.0,2864.0,371.36667,249.38951,324.0,1399.0,339.7134,223.94421,276.0,836.0,1483.7563,239.46852,1460.0,2673.0,1421.7073,406.12457,1330.5,2786.0,284.41733,72.14544,281.0,579.0,312.05487,72.35669,309.0,577.0,1410.3483,665.1045,1353.0,3554.0,1884.7195,1117.444,1630.5,5603.0,1145.964,544.251,1057.0,3249.0,1140.0792,768.358,931.5,3750.0
24.0,1752.75,1761.5781,177.16788,49.822155,171.0,413.0,462.15103,250.55273,382.5,1311.0,2082.979,353.96024,2095.0,3487.0,1203.5729,233.39966,1221.5,1775.0,142.64465,95.68762,140.0,636.0,436.89584,252.25764,396.0,1179.0,1467.3617,251.30232,1417.0,2559.0,1746.349,406.79166,1693.5,2719.0,208.56285,50.223442,205.0,380.0,307.11978,62.418457,315.5,447.0,1176.9506,722.1285,1013.0,5507.0,1696.6094,740.4844,1640.5,3526.0,816.9105,603.6827,628.0,6461.0,1503.4948,805.07666,1380.0,4501.0
25.0,827.7217,809.59796,247.70488,110.21659,217.5,848.0,195.45876,75.70446,179.0,464.0,2345.6023,591.1967,2342.5,4091.0,1623.933,333.43195,1653.0,2315.0,203.0325,116.40336,200.0,702.0,194.7732,174.84659,183.0,1212.0,1537.5513,461.6814,1412.0,3460.0,1701.5979,329.8757,1641.0,2779.0,247.13303,97.53136,228.0,554.0,219.58763,57.106747,217.0,411.0,1485.2938,890.2864,1274.5,5123.0,1488.8763,912.7584,1359.5,5877.0,826.8841,661.5151,637.5,5824.0,1001.59796,615.0581,847.5,4144.0
26.0,880.7853,667.12885,184.39722,54.10402,179.0,427.0,272.5951,110.39659,242.0,791.0,1629.395,321.26196,1630.0,2701.0,1426.4846,494.66852,1450.0,2371.0,102.32681,122.99032,57.0,726.0,210.16565,159.60681,193.0,931.0,1705.698,450.93137,1556.0,4809.0,1912.503,451.78168,1861.0,3407.0,272.02042,64.51331,279.0,460.0,233.4724,78.24809,242.0,494.0,1458.5719,819.39026,1282.0,6887.0,2412.681,1183.0857,2150.0,5848.0,829.9965,557.0501,693.0,4376.0,1567.8282,1064.2976,1420.0,5490.0
27.0,683.6789,1647.945,184.84232,50.037888,182.0,439.0,213.23853,53.505363,225.0,315.0,2650.5278,590.2991,2601.5,4095.0,883.0184,438.39856,1057.0,1649.0,197.81052,119.90693,195.0,640.0,256.40366,182.31187,223.0,730.0,1851.9828,371.9702,1758.0,3421.0,2478.8257,750.0444,2265.0,4221.0,287.0826,94.99969,271.0,727.0,289.90826,80.32063,307.0,413.0,2277.5388,1309.3552,2010.0,8807.0,2319.7156,869.966,2250.0,5472.0,1052.1635,808.4377,810.0,6429.0,1690.422,851.9403,1464.0,4879.0
28.0,1018.3681,928.02454,323.11215,147.97931,291.0,1730.0,183.65645,48.819485,181.0,338.0,2219.555,491.16403,2215.0,3587.0,1752.6381,328.74332,1744.0,2433.0,240.38179,156.27324,230.0,817.0,230.55215,147.70274,222.0,710.0,1049.4742,464.84113,901.0,3092.0,2030.5092,409.3679,1965.0,3027.0,351.68954,143.11096,316.0,1043.0,298.03067,95.2079,289.0,613.0,1903.4124,1141.5404,1679.0,8028.0,2812.2944,1824.168,2356.0,8623.0,1177.9349,787.1168,1002.0,5498.0,1216.7484,852.74744,969.0,5438.0
29.0,1601.2264,636.5032,300.5854,161.21454,246.0,1256.0,390.05032,216.4975,332.0,1653.0,2147.3376,462.0424,2129.0,3484.0,1430.9811,391.83032,1444.0,2284.0,330.5259,157.8786,322.0,1050.0,265.20755,189.87276,262.0,852.0,1442.1667,351.87296,1335.0,3479.0,1288.1321,668.5288,1054.0,2844.0,364.7418,74.06229,358.0,596.0,324.96225,119.59722,294.0,838.0,1332.712,801.6605,1135.0,5434.0,2319.9873,1512.3746,2077.0,7084.0,679.43896,471.08386,541.0,3362.0,1370.9182,1197.1882,958.0,5422.0
30.0,512.8585,1460.4529,453.3431,208.89508,398.0,1480.0,432.26416,274.80066,338.5,1284.0,2055.5503,445.2314,2060.0,3135.0,1566.1321,441.5287,1359.5,2651.0,507.86545,137.83235,514.0,937.0,368.24527,180.2728,354.5,978.0,1818.1978,321.9051,1729.0,3268.0,1792.9434,576.3834,1518.5,3293.0,377.96344,69.56045,376.0,621.0,341.49057,80.24588,333.0,506.0,1505.9498,796.39276,1395.0,6236.0,1728.9811,990.05255,1436.0,4990.0,840.75397,480.01596,725.0,3190.0,975.2547,672.89795,730.5,4779.0
31.0,726.1927,1480.1284,384.96362,127.81793,367.0,990.0,801.92664,320.21063,766.0,1594.0,1704.6239,398.3174,1656.0,3152.0,1341.4496,379.76218,1260.0,2350.0,182.06912,107.022934,181.0,617.0,519.31195,142.30518,528.0,807.0,992.29926,220.22554,951.0,2079.0,2445.7708,463.08905,2486.0,3682.0,187.86311,44.750633,190.0,318.0,391.789,95.44921,384.0,663.0,1444.1265,703.06714,1317.0,5227.0,2344.0,1046.1091,2048.0,5157.0,987.8331,421.97775,891.0,2921.0,1430.9175,764.91,1343.0,3268.0
32.0,767.131,567.5417,157.77547,44.308807,154.0,369.0,513.3036,191.97441,505.0,1114.0,1942.1931,328.65552,1950.0,3005.0,1124.7916,218.799,1150.0,1746.0,168.26436,86.92062,171.0,456.0,191.43452,113.6527,177.5,487.0,1378.7366,195.5601,1334.0,2472.0,1196.5834,341.70505,1175.0,2130.0,209.98473,43.785908,210.0,397.0,160.60715,57.63504,166.0,283.0,1427.5643,941.6319,1206.0,5741.0,1627.8154,886.83734,1431.5,3877.0,1134.1578,790.3036,970.5,6938.0,1133.3512,531.7235,1117.5,3581.0
33.0,663.4844,919.3828,463.72934,205.31796,434.0,1275.0,164.4375,48.202656,161.0,346.0,1821.2646,490.84692,1820.0,3469.0,1677.6875,297.451,1701.5,2619.0,347.17084,188.64331,339.0,1013.0,198.53906,119.82004,186.0,514.0,1980.4215,488.57828,1860.0,3744.0,1512.6016,302.23788,1414.0,2559.0,404.22656,69.90222,400.0,655.0,202.92969,55.51607,194.5,373.0,2060.446,1688.7627,1523.5,9075.0,1584.7812,1142.0585,1255.0,5444.0,1161.2675,1073.1289,753.5,7555.0,1074.4844,881.00214,839.0,5274.0
34.0,781.7607,1502.5214,223.54866,98.22907,211.0,828.0,572.10254,219.49634,521.0,1130.0,915.79877,252.9344,916.0,1632.0,922.34186,365.53052,834.0,2407.0,162.09827,139.39226,143.0,718.0,330.50427,143.82751,332.0,678.0,1594.9962,284.12848,1593.0,2628.0,2262.513,332.49194,2223.0,3571.0,247.31358,94.96216,249.0,574.0,358.18805,90.124504,360.0,578.0,1650.6112,1170.9655,1469.0,6040.0,2274.1282,1463.0338,1860.0,7146.0,1021.13025,853.3276,798.0,4409.0,1121.7864,937.3313,932.0,4226.0
35.0,1586.8588,2003.9353,264.18872,119.8791,236.0,911.0,235.22353,150.21642,209.0,813.0,2324.1335,556.3909,2274.0,4095.0,537.5529,302.05627,482.0,1238.0,203.16705,127.85321,201.0,727.0,95.0,148.7931,1.0,613.0,1487.881,369.5115,1401.0,3131.0,1565.5764,341.40668,1576.0,2244.0,265.032,56.892494,263.0,460.0,220.22353,117.17482,214.5,471.0,1730.8151,1060.1172,1489.0,5867.0,1643.8942,1392.1718,1258.0,4774.0,1038.6512,763.90137,828.0,5282.0,1014.44116,927.5233,767.0,3909.0
36.0,1076.4902,688.9739,198.42722,77.93272,187.0,536.0,237.9804,101.339294,220.0,746.0,1185.8308,275.21872,1195.0,1861.0,1711.1372,425.47818,1658.0,2940.0,169.60161,124.16385,157.0,651.0,183.77124,134.2706,168.0,620.0,1641.888,324.86536,1552.0,3338.0,1619.2418,395.19568,1565.0,2822.0,239.88753,61.171955,234.0,469.0,259.30066,48.514008,255.0,420.0,1436.3573,1297.4982,1088.5,8472.0,2065.6274,1307.5532,1766.0,6087.0,835.2344,861.6052,566.0,6026.0,1087.804,767.0566,901.0,3868.0
37.0,1058.7279,1783.8038,333.15192,199.88467,279.0,1856.0,303.70886,98.87387,284.5,575.0,1016.51776,231.70012,1029.0,1747.0,766.56964,293.4084,801.0,1357.0,204.1576,143.50748,197.0,791.0,245.74684,168.69518,228.0,692.0,1701.9521,260.24326,1642.0,2848.0,2142.5505,573.9747,1908.5,3519.0,199.51917,66.08185,193.0,561.0,258.15823,74.9015,254.0,480.0,1192.3469,857.37787,960.0,6386.0,2606.3418,1625.4481,2234.5,10188.0,796.132,600.30255,613.0,4862.0,1842.481,1514.3727,1206.5,6456.0
38.0,1185.5496,1878.168,252.8142,93.06921,236.0,732.0,521.916,177.4777,485.0,1137.0,2380.3535,500.21396,2400.0,3772.0,750.9389,238.04579,714.0,1450.0,229.07242,111.18076,226.0,645.0,289.8168,210.5834,267.0,907.0,1392.1548,291.84225,1325.0,3179.0,2057.099,299.36722,2104.0,2747.0,400.46878,102.24842,411.0,731.0,239.82443,71.16441,230.0,430.0,1488.8756,1019.0809,1287.0,7176.0,1739.1068,1170.7799,1598.0,5150.0,707.6679,503.96542,573.0,3240.0,1239.7252,798.0331,1125.0,4435.0
39.0,1059.3822,781.12103,261.50937,86.13921,254.0,696.0,275.0,152.2013,232.0,751.0,1151.0201,181.40033,1164.0,1671.0,1703.6241,392.73654,1704.0,2729.0,198.51657,136.71172,192.0,785.0,284.6433,147.45601,282.0,617.0,1637.7684,227.2345,1636.0,2778.0,1531.4012,481.94458,1426.0,3206.0,337.06296,117.37705,331.0,693.0,410.3312,100.584625,406.0,637.0,1537.4637,905.4173,1490.0,5110.0,1470.1592,1450.8988,1047.0,6069.0,1003.40125,683.8549,864.0,4026.0,645.8917,605.01117,504.0,2475.0
40.0,1532.9021,2002.8951,498.52478,236.52219,469.0,1466.0,286.44055,93.869545,288.0,538.0,1846.7119,699.2128,1856.0,3354.0,830.993,209.74214,836.0,1304.0,369.74026,266.39023,334.0,1293.0,262.44055,171.18222,271.0,704.0,1191.2814,297.1585,1158.0,2145.0,1830.1328,260.4106,1860.0,2391.0,365.78162,123.15781,390.0,670.0,296.25873,94.1404,289.0,550.0,2399.7988,1104.0137,2229.0,7424.0,2026.1189,1152.7383,1979.0,4465.0,1552.5233,848.1543,1391.0,6028.0,1559.1259,1004.22626,1489.0,3436.0
41.0,341.17218,1397.3708,308.50192,150.76195,272.0,1276.0,249.62914,206.7004,192.0,1394.0,2254.33,618.06885,2208.5,4095.0,739.4238,269.7094,742.0,1378.0,239.86609,155.1291,216.0,933.0,116.55629,159.01753,66.0,1043.0,1897.7341,324.67224,1843.0,3237.0,862.00665,320.2323,758.0,2201.0,364.42148,109.341736,347.0,850.0,145.51656,104.82934,114.0,525.0,804.33575,677.3857,655.0,4992.0,1300.5894,1005.85144,961.0,4182.0,474.78854,487.94992,343.0,4180.0,876.8079,674.5343,638.0,3680.0
42.0,1203.4551,1220.1556,450.86328,261.0745,389.0,1506.0,425.66467,205.36218,413.0,1148.0,2252.7048,685.02844,2257.0,3943.0,1117.7725,456.69427,1125.0,2290.0,279.32706,191.16542,256.0,1042.0,259.8503,150.04544,249.0,674.0,2113.8667,485.36792,1983.5,4092.0,2274.994,382.85242,2224.0,3205.0,441.07825,141.28882,434.0,972.0,341.01797,109.41184,358.0,576.0,1304.2816,1082.6356,985.0,6372.0,1728.0359,1182.9307,1412.0,6392.0,738.1329,697.01013,516.0,4966.0,761.03595,577.13446,619.0,2639.0
43.0,1272.0,1257.0952,239.46251,95.30125,225.0,748.0,508.92517,235.71504,486.0,1383.0,1949.911,335.93433,1938.0,3286.0,1442.4014,482.01273,1445.0,2661.0,192.61345,121.00137,189.0,665.0,284.57144,194.80959,264.0,894.0,1031.5989,301.98917,975.0,2013.0,2331.2585,466.69156,2239.0,3647.0,278.28784,62.398403,276.0,493.0,469.19727,110.16164,463.0,789.0,1232.2181,825.1145,1029.0,5456.0,2044.2109,1103.7102,1917.0,5678.0,938.3604,682.704,745.0,3921.0,1071.9183,816.90576,912.0,3953.0
44.0,1824.19,950.0,334.20767,166.89574,301.0,1201.0,288.73,117.53968,256.0,744.0,2590.3381,596.0116,2565.0,4037.0,1523.96,309.42834,1503.0,3035.0,259.56052,148.00517,243.0,905.0,209.73,127.7463,195.5,499.0,1691.6318,339.9587,1696.0,3013.0,1334.98,362.06247,1303.0,2129.0,424.5556,114.33454,400.0,898.0,293.32,61.809364,277.0,497.0,1784.4174,1096.5706,1706.5,6361.0,1909.43,1038.1273,1764.0,4220.0,1478.6093,1069.8186,1363.5,7211.0,1325.65,797.1226,1278.0,3722.0
45.0,1484.3864,1099.0227,444.20706,236.09256,388.0,1553.0,465.5,233.68224,427.5,1213.0,2297.9517,669.29663,2242.0,3964.0,1459.1136,421.5323,1415.0,2802.0,360.84222,182.74872,369.0,909.0,355.16666,170.70563,332.5,749.0,1009.64014,324.09085,937.0,2607.0,2275.7878,342.47565,2260.5,3215.0,462.52814,442.22296,361.0,3836.0,432.4394,109.0754,424.5,773.0,1834.7083,1037.0538,1715.0,5700.0,2482.4697,1130.8608,2362.5,6824.0,1370.8124,862.9922,1202.0,5476.0,2212.5151,1394.5282,1753.5,7052.0
46.0,1502.3896,615.5809,285.73935,123.402916,258.0,982.0,384.16177,229.95825,320.0,1070.0,1543.4596,340.7444,1506.0,2678.0,1711.5588,386.7921,1738.5,2483.0,229.98447,162.1753,213.0,771.0,328.99265,150.23651,333.5,676.0,1815.8296,307.3516,1761.0,3010.0,1003.22797,398.7146,964.5,2056.0,260.5689,62.449753,260.0,499.0,473.25735,602.2556,301.5,3165.0,1800.8075,1276.4019,1594.0,8392.0,1428.4559,945.239,1199.5,3988.0,1110.4772,781.24023,931.0,5747.0,1066.9633,668.87177,906.5,2859.0
